text_id,post_text,sentiment_label,topic_category,raw_text,cleaned_text
TXT_00014,If J.Cole and Kendrick Lamar don't realease something February....I'm going to be really sad.,Negative,Community_Discussion,If J.Cole and Kendrick Lamar don't realease something February....I'm going to be really sad.,If J.Cole and Kendrick Lamar don't realease something February..I'm going to be really sad.
TXT_00015,Lakers vs Heat on Jan. 17th! It\u2019s D Wade\u2019s b day... I feel bad he\u2019ll lose on his birthday lololol,Negative,Community_Discussion,Lakers vs Heat on Jan. 17th! It\u2019s D Wade\u2019s b day... I feel bad he\u2019ll lose on his birthday lololol,Lakers vs Heat on Jan. 17th! It's D Wade's b day.. I feel bad he'll lose on his birthday lololol
TXT_00016,Nokia n97 microcosm - bear down upon the whole direct over and above utterly comprehensive march: OUYtuJ,Neutral,Technical_Issues,Nokia n97 microcosm - bear down upon the whole direct over and above utterly comprehensive march: OUYtuJ,Nokia n97 microcosm - bear down upon the whole direct over and above utterly comprehensive march: OUYtuJ
TXT_00017,Avril Lavigne says after debuting spring line for Abbey Dawn she may make own ...,Neutral,Community_Discussion,Avril Lavigne says after debuting spring line for Abbey Dawn she may make own ...,Avril Lavigne says after debuting spring line for Abbey Dawn she may make own ..
TXT_00018,"For the 1st time @user has a ""High Startup impact""   Does anyone at @user have a clue? #Windows10Fail",Negative,Community_Discussion,"For the 1st time @user has a ""High Startup impact""   Does anyone at @user have a clue? #Windows10Fail","For the 1st time @user has a ""High Startup impact"" Does anyone at @user have a clue? Windows10Fail"
TXT_00019,"""George Osborne: """"Sun will never shine again if Corbyn elected."""" (Well, the Chancellor's defence comments are almost that stupid).""",Negative,Community_Discussion,"""George Osborne: """"Sun will never shine again if Corbyn elected."""" (Well, the Chancellor's defence comments are almost that stupid).""","George Osborne: """"Sun will never shine again if Corbyn elected."""" (Well, the Chancellor's defence comments are almost that stupid)."
TXT_00020,"David Cameron is a disgusting liar. Up to his neck in criminality working with corrupt undercover cops, Theresa May covering his back. #GCHQ",Negative,Community_Discussion,"David Cameron is a disgusting liar. Up to his neck in criminality working with corrupt undercover cops, Theresa May covering his back. #GCHQ","David Cameron is a disgusting liar. Up to his neck in criminality working with corrupt undercover cops, Theresa May covering his back. GCHQ"
TXT_00021,Schedule:  Tomorrow:  Relax Next day:  0.12.1 on IOS (also 1st day of school) Next day:  Die.,Negative,Community_Discussion,Schedule:  Tomorrow:  Relax Next day:  0.12.1 on IOS (also 1st day of school) Next day:  Die.,Schedule: Tomorrow: Relax Next day: 0.12.1 on IOS (also 1st day of school) Next day: Die.
TXT_00022,Divas!  Movie night is tomorrow!  Meet at Fazoli's at 5:30pm for dinner.  We will walk over to AMC for the 7:05pm showing of Paper Towns!,Neutral,Community_Discussion,Divas!  Movie night is tomorrow!  Meet at Fazoli's at 5:30pm for dinner.  We will walk over to AMC for the 7:05pm showing of Paper Towns!,Divas! Movie night is tomorrow! Meet at Fazoli's at 5:30pm for dinner. We will walk over to AMC for the 7:05pm showing of Paper Towns!
TXT_00023,"""Christians threatened with violence for worshipping Christ. No, not in Saudi Arabia. In Texas.",Negative,Community_Discussion,"""Christians threatened with violence for worshipping Christ. No, not in Saudi Arabia. In Texas.","""Christians threatened with violence for worshipping Christ. No, not in Saudi Arabia. In Texas."
TXT_00024,Iqaluit just wouldn\u2019t be Iqaluit without the drunks screaming at each other on a Saturday morning ... depressing buggers.,Negative,Technical_Issues,Iqaluit just wouldn\u2019t be Iqaluit without the drunks screaming at each other on a Saturday morning ... depressing buggers.,Iqaluit just wouldn't be Iqaluit without the drunks screaming at each other on a Saturday morning .. depressing buggers.
TXT_00025,Anyone looking forward to Bioshock Infinite? Check out this new look at the game!,Neutral,Community_Discussion,Anyone looking forward to Bioshock Infinite? Check out this new look at the game!,Anyone looking forward to Bioshock Infinite? Check out this new look at the game!
TXT_00026,@user i just ordered one from Amazon it'll be here on Friday let's fucking rOLL,Positive,Community_Discussion,@user i just ordered one from Amazon it'll be here on Friday let's fucking rOLL,@user i just ordered one from Amazon it'll be here on Friday let's fucking rOLL
TXT_00027,Miss you - Aaliyah on repeat. too many lost ones pop in my mind. Tribute to them may be on the way from me...look out,Negative,Community_Discussion,Miss you - Aaliyah on repeat. too many lost ones pop in my mind. Tribute to them may be on the way from me...look out,Miss you - Aaliyah on repeat. too many lost ones pop in my mind. Tribute to them may be on the way from me..look out
TXT_00028,Also disturbing is that HICK MORON CLERK has no idea FEDERAL LAW SUPERSEDES STATE LAW! What about GAY couple 1st Admnt rights? @user,Negative,Community_Discussion,Also disturbing is that HICK MORON CLERK has no idea FEDERAL LAW SUPERSEDES STATE LAW! What about GAY couple 1st Admnt rights? @user,Also disturbing is that HICK MORON CLERK has no idea FEDERAL LAW SUPERSEDES STATE LAW! What about GAY couple 1st Admnt rights? @user
TXT_00029,9 months from Friday there is going to be another ginormous Baby Boom #CallinIt,Positive,Community_Discussion,9 months from Friday there is going to be another ginormous Baby Boom #CallinIt,9 months from Friday there is going to be another ginormous Baby Boom CallinIt
TXT_00030,@user @user We started the window with 2 problem areas. Needing a 1st XI standard DM and a pacey ST as a Plan B/Back up to Kane.,Neutral,Community_Discussion,@user @user We started the window with 2 problem areas. Needing a 1st XI standard DM and a pacey ST as a Plan B/Back up to Kane.,@user @user We started the window with 2 problem areas. Needing a 1st XI standard DM and a pacey ST as a Plan B/Back up to Kane.
TXT_00031,oops i'm rewatching nicki's performance for probably the 5th time,Positive,Community_Discussion,oops i'm rewatching nicki's performance for probably the 5th time,oops i'm rewatching nicki's performance for probably the 5th time
TXT_00032,"""After Arsenal sell Song to Barcelona we may as well sell Vermalen,give Szczesny away on a free and make sure our complete spine has gone.""",Negative,Community_Discussion,"""After Arsenal sell Song to Barcelona we may as well sell Vermalen,give Szczesny away on a free and make sure our complete spine has gone.""","After Arsenal sell Song to Barcelona we may as well sell Vermalen,give Szczesny away on a free and make sure our complete spine has gone."
TXT_00033,The game 1st album 1 song he say he rap like Eazy-E then Nas then 50 cent then dr Dre then Jay-Z then Eazy-E again then like his dead bro,Positive,Community_Discussion,The game 1st album 1 song he say he rap like Eazy-E then Nas then 50 cent then dr Dre then Jay-Z then Eazy-E again then like his dead bro,The game 1st album 1 song he say he rap like Eazy-E then Nas then 50 cent then dr Dre then Jay-Z then Eazy-E again then like his dead bro
TXT_00034,@user Dustin Johnson good 1st day again. Deja vu on him flopping next few days.,Positive,Community_Discussion,@user Dustin Johnson good 1st day again. Deja vu on him flopping next few days.,@user Dustin Johnson good 1st day again. Deja vu on him flopping next few days.
TXT_00035,"""I don't want October to go :''''( Its been sucha good month; The Vampire Diaries S4, Taylor's album, the PLL Halloween episode. WOW!""",Positive,Community_Discussion,"""I don't want October to go :''''( Its been sucha good month; The Vampire Diaries S4, Taylor's album, the PLL Halloween episode. WOW!""","I don't want October to go :''( Its been sucha good month; The Vampire Diaries S4, Taylor's album, the PLL Halloween episode. WOW!"
TXT_00036,"""Wait, a Thursday night NFL game worth watching...and then throw in the NLCS, wonderful.""",Positive,Community_Discussion,"""Wait, a Thursday night NFL game worth watching...and then throw in the NLCS, wonderful.""","Wait, a Thursday night NFL game worth watching..and then throw in the NLCS, wonderful."
TXT_00037,I\u2019m going to the Duke game on Saturday. Haha. DUKE. What\u2019a joke they are.,Negative,Community_Discussion,I\u2019m going to the Duke game on Saturday. Haha. DUKE. What\u2019a joke they are.,I'm going to the Duke game on Saturday. Haha. DUKE. What'a joke they are.
TXT_00038,"@user LOL I was talkn abt swansea bro, smh the 4th postion is either u guys or Arsenal that one na STANDARD!",Neutral,Community_Discussion,"@user LOL I was talkn abt swansea bro, smh the 4th postion is either u guys or Arsenal that one na STANDARD!","@user LOL I was talkn abt swansea bro, smh the 4th postion is either u guys or Arsenal that one na STANDARD!"
TXT_00039,"""Just the fact that he has the title \""""Ambassador\"""" should be cool factor enough to make you come see Jon Huntsman on Wednesday at 8pm!""",Positive,Community_Discussion,"""Just the fact that he has the title \""""Ambassador\"""" should be cool factor enough to make you come see Jon Huntsman on Wednesday at 8pm!""","Just the fact that he has the title \""""Ambassador\"""" should be cool factor enough to make you come see Jon Huntsman on Wednesday at 8pm!"
TXT_00040,"""RT @user Great practice today at @user ...Thanks @user for the good rnds and Milan,Kyle Griffen. Time for lunch and s ...""",Positive,Community_Discussion,"""RT @user Great practice today at @user ...Thanks @user for the good rnds and Milan,Kyle Griffen. Time for lunch and s ...""","RT @user Great practice today at @user ..Thanks @user for the good rnds and Milan,Kyle Griffen. Time for lunch and s .."
TXT_00041,Just bought my ticket to go m watch the Romeo Santos concert in theater. Nov 5 needs to hurry up!! I\u2019m so excited,Positive,Community_Discussion,Just bought my ticket to go m watch the Romeo Santos concert in theater. Nov 5 needs to hurry up!! I\u2019m so excited,Just bought my ticket to go m watch the Romeo Santos concert in theater. Nov 5 needs to hurry up!! I'm so excited
TXT_00042,@user ur solo masturbation scene in the twilight parody was so hot!!!!watched it when in 8th standard..now in college..memories,Positive,Community_Discussion,@user ur solo masturbation scene in the twilight parody was so hot!!!!watched it when in 8th standard..now in college..memories,@user ur solo masturbation scene in the twilight parody was so hot!!watched it when in 8th standard..now in college..memories
TXT_00043,Brock Lesnar's the best thing going in wrestling.   There's not even a close 2nd.,Positive,Community_Discussion,Brock Lesnar's the best thing going in wrestling.   There's not even a close 2nd.,Brock Lesnar's the best thing going in wrestling. There's not even a close 2nd.
TXT_00044,"""how he should rejoin his companion, who was awaiting him at  Rome.    He set out, and on the Saturday evening reached the Eternal City by""",Positive,Community_Discussion,"""how he should rejoin his companion, who was awaiting him at  Rome.    He set out, and on the Saturday evening reached the Eternal City by""","how he should rejoin his companion, who was awaiting him at Rome. He set out, and on the Saturday evening reached the Eternal City by"
TXT_00045,Andy Rooney is really sucking it up on the pitch today. Who misses PKs by falling over?,Negative,Community_Discussion,Andy Rooney is really sucking it up on the pitch today. Who misses PKs by falling over?,Andy Rooney is really sucking it up on the pitch today. Who misses PKs by falling over?
TXT_00046,"On September 3 2009, Madonna's Sticky And Sweet world tour was named the highest-grossing for a solo artist ever....",Positive,Community_Discussion,"On September 3 2009, Madonna's Sticky And Sweet world tour was named the highest-grossing for a solo artist ever....","On September 3 2009, Madonna's Sticky And Sweet world tour was named the highest-grossing for a solo artist ever.."
TXT_00047,good morning to my clique @user @user @user @user loving the friday Addition of Flava in da morning,Positive,Community_Discussion,good morning to my clique @user @user @user @user loving the friday Addition of Flava in da morning,good morning to my clique @user @user @user @user loving the friday Addition of Flava in da morning
TXT_00048,Fancy an enhanced acca on your Sunday morning? Take the 9/1 on Espanyol\u002c Lazio & Heracles all winning!,Positive,Community_Discussion,Fancy an enhanced acca on your Sunday morning? Take the 9/1 on Espanyol\u002c Lazio & Heracles all winning!,"Fancy an enhanced acca on your Sunday morning? Take the 9/1 on Espanyol, Lazio & Heracles all winning!"
TXT_00049,@user goodnight to you too Ira. see you tomorrow. :),Positive,Community_Discussion,@user goodnight to you too Ira. see you tomorrow. :),@user goodnight to you too Ira. see you tomorrow. :)
TXT_00050,@user The really interesting people are the ones who take their shirts off in the sun because they saw Twilight.,Positive,Community_Discussion,@user The really interesting people are the ones who take their shirts off in the sun because they saw Twilight.,@user The really interesting people are the ones who take their shirts off in the sun because they saw Twilight.
TXT_00051,"""Up to 1000 soldiers sealed off the Andersonstown area, Belfast and searched for IRA suspects and weapons;4 Nov 1971",Negative,Community_Discussion,"""Up to 1000 soldiers sealed off the Andersonstown area, Belfast and searched for IRA suspects and weapons;4 Nov 1971","""Up to 100 soldiers sealed off the Andersonstown area, Belfast and searched for IRA suspects and weapons;4 Nov 1971"
TXT_00052,@user Hi! My bias is KAI bc he stole my heart the 1st tym I saw him in Growl. He is my 1st love in KPOP &amp; it's not changing til now,Positive,Community_Discussion,@user Hi! My bias is KAI bc he stole my heart the 1st tym I saw him in Growl. He is my 1st love in KPOP &amp; it's not changing til now,@user Hi! My bias is KAI bc he stole my heart the 1st tym I saw him in Growl. He is my 1st love in KPOP & it's not changing til now
TXT_00053,"""Abraham decisions Stieglitz to win WBO title: In Saturday night action from the O2 World Arena in Berlin, German...",Neutral,Community_Discussion,"""Abraham decisions Stieglitz to win WBO title: In Saturday night action from the O2 World Arena in Berlin, German...","""Abraham decisions Stieglitz to win WBO title: In Saturday night action from the O2 World Arena in Berlin, German.."
TXT_00054,Rubbish day not helped by helpful academic who says I've rendered my unborn baby irreparably stupid by having a glass of wine on Sat nights,Negative,Community_Discussion,Rubbish day not helped by helpful academic who says I've rendered my unborn baby irreparably stupid by having a glass of wine on Sat nights,Rubbish day not helped by helpful academic who says I've rendered my unborn baby irreparably stupid by having a glass of wine on Sat nights
TXT_00055,Are you going to Shawn's show on September 8th? Me: (Vine by literally shawn;),Neutral,Community_Discussion,Are you going to Shawn's show on September 8th? Me: (Vine by literally shawn;),Are you going to Shawn's show on September 8th? Me: (Vine by literally shawn;)
TXT_00056,Tottenham are without several big names for tonight\u2019s [Thursday] match at Stadion Ljudski vrt. Emmanuel Adebayor (cont),Neutral,Community_Discussion,Tottenham are without several big names for tonight\u2019s [Thursday] match at Stadion Ljudski vrt. Emmanuel Adebayor (cont),Tottenham are without several big names for tonight's [Thursday] match at Stadion Ljudski vrt. Emmanuel Adebayor (cont)
TXT_00057,@user - congratulations on the 20th Birth Anniversary of @user 95.  20 years since we've come to love you (&amp; backward compatibility),Positive,Community_Discussion,@user - congratulations on the 20th Birth Anniversary of @user 95.  20 years since we've come to love you (&amp; backward compatibility),@user - congratulations on the 20th Birth Anniversary of @user 95. 20 years since we've come to love you (& backward compatibility)
TXT_00058,"dj khaled // hold you down ft. chris brown, august alsina, future, jeremih",Neutral,Technical_Issues,"dj khaled // hold you down ft. chris brown, august alsina, future, jeremih","dj khaled // hold you down ft. chris brown, august alsina, future, jeremih"
TXT_00059,Sam smith will be here Saturday and I'm not going....something is not right.,Negative,Community_Discussion,Sam smith will be here Saturday and I'm not going....something is not right.,Sam smith will be here Saturday and I'm not going..something is not right.
TXT_00060,AMintheAM #GOP2016 - Loser of the Week  Rick Perry : Not paying staff + polling at 1% or less = 1st to drop out?,Negative,Community_Discussion,AMintheAM #GOP2016 - Loser of the Week  Rick Perry : Not paying staff + polling at 1% or less = 1st to drop out?,AMintheAM GOP2016 - Loser of the Week Rick Perry : Not paying staff + polling at 1% or less = 1st to drop out?
TXT_00061,"@user i know, me too. This was the kakkest fake Monday ever. It could have been worse... It could have had a photo of Caitlyn Jenner""",Negative,Community_Discussion,"@user i know, me too. This was the kakkest fake Monday ever. It could have been worse... It could have had a photo of Caitlyn Jenner""","@user i know, me too. This was the kakkest fake Monday ever. It could have been worse.. It could have had a photo of Caitlyn Jenner"""
TXT_00062,"""\""""@ESPNChrisPalmer: Dwight Howard gets his 4th career 30-point\u002c 10-rebound\u002c 5-assist game.\"""" Too bad it comes in a loss. #Portland""",Negative,Community_Discussion,"""\""""@ESPNChrisPalmer: Dwight Howard gets his 4th career 30-point\u002c 10-rebound\u002c 5-assist game.\"""" Too bad it comes in a loss. #Portland""","@user: Dwight Howard gets his 4th career 30-point, 10-rebound, 5-assist game."""" Too bad it comes in a loss. Portland"
TXT_00063,Got me a BAMA shirt like the 1 Lil Wayne had on last night at the concert #Biting lol IDC though lol,Neutral,Community_Discussion,Got me a BAMA shirt like the 1 Lil Wayne had on last night at the concert #Biting lol IDC though lol,Got me a BAMA shirt like the 1 Lil Wayne had on last night at the concert Biting lol IDC though lol
TXT_00064,@user I may not agree with Wilkie's ideas but he has proven he is a man of principle...It's a pity Peter Garrett cannot say the same.,Negative,Community_Discussion,@user I may not agree with Wilkie's ideas but he has proven he is a man of principle...It's a pity Peter Garrett cannot say the same.,@user I may not agree with Wilkie's ideas but he has proven he is a man of principle..It's a pity Peter Garrett cannot say the same.
TXT_00065,Paul dunne joint 1st in open. Brilliant golf from the amateur. #TheOpenChampionship,Positive,Community_Discussion,Paul dunne joint 1st in open. Brilliant golf from the amateur. #TheOpenChampionship,Paul dunne joint 1st in open. Brilliant golf from the amateur. TheOpenChampionship
TXT_00066,Saturday nite/Sun morning is end of Daylight Savings. FALL BACK. *if you thought it was dark in the morning before......,Neutral,Community_Discussion,Saturday nite/Sun morning is end of Daylight Savings. FALL BACK. *if you thought it was dark in the morning before......,Saturday nite/Sun morning is end of Daylight Savings. FALL BACK. *if you thought it was dark in the morning before..
TXT_00067,Niall faced serious bullying problems as a kid. He got suspended in the 3rd grade for swinging when somebody called him ugly,Negative,Account_Security,Niall faced serious bullying problems as a kid. He got suspended in the 3rd grade for swinging when somebody called him ugly,Niall faced serious bullying problems as a kid. He got suspended in the 3rd grade for swinging when somebody called him ugly
TXT_00068,@user do ya wanna go to trek at LCC this Friday with me,Neutral,Community_Discussion,@user do ya wanna go to trek at LCC this Friday with me,@user do ya wanna go to trek at LCC this Friday with me
TXT_00069,Confirmation that the Army v Navy at Twickers is 27 April 2012\u002c weekend off again !! #piginpoo,Neutral,Community_Discussion,Confirmation that the Army v Navy at Twickers is 27 April 2012\u002c weekend off again !! #piginpoo,"Confirmation that the Army v Navy at Twickers is 27 April 2012, weekend off again !! piginpoo"
TXT_00070,Rahul Dravid joining commentary team for the 1st time...Its the best moment of this test match :D,Positive,Community_Discussion,Rahul Dravid joining commentary team for the 1st time...Its the best moment of this test match :D,Rahul Dravid joining commentary team for the 1st time..Its the best moment of this test match :D
TXT_00071,My family are listening to Justin Bieber and im just  Sat here feeling a little sick,Negative,Community_Discussion,My family are listening to Justin Bieber and im just  Sat here feeling a little sick,My family are listening to Justin Bieber and im just Sat here feeling a little sick
TXT_00072,Carlos Cuellar\u002c Louis Saha\u002c Adam Johnson AND Steven Fletcher? They may have had the best summer besides Chelsea.,Positive,Feature_Feedback,Carlos Cuellar\u002c Louis Saha\u002c Adam Johnson AND Steven Fletcher? They may have had the best summer besides Chelsea.,"Carlos Cuellar, Louis Saha, Adam Johnson AND Steven Fletcher? They may have had the best summer besides Chelsea."
TXT_00073,Connor McGregor will lose Saturday and that combined with the Ronda Rousey loss may send Dana White into a deep depression #aldovsmcgregor,Negative,Community_Discussion,Connor McGregor will lose Saturday and that combined with the Ronda Rousey loss may send Dana White into a deep depression #aldovsmcgregor,Connor McGregor will lose Saturday and that combined with the Ronda Rousey loss may send Dana White into a deep depression aldovsmcgregor
TXT_00074,I really want what Thor had in that flask in the 2nd Avengers. #Drank,Positive,Community_Discussion,I really want what Thor had in that flask in the 2nd Avengers. #Drank,I really want what Thor had in that flask in the 2nd Avengers. Drank
TXT_00075,Surprising end to a Gauntlet Match between Brock Lesnar and the three weakest members of the RAW Roster in WWE 2k14. He lost to the 2nd man.,Negative,Community_Discussion,Surprising end to a Gauntlet Match between Brock Lesnar and the three weakest members of the RAW Roster in WWE 2k14. He lost to the 2nd man.,Surprising end to a Gauntlet Match between Brock Lesnar and the three weakest members of the RAW Roster in WWE 2k14. He lost to the 2nd man.
TXT_00076,the best part about the Cubs winning is the free coffee at dunkin tomorrow,Positive,Community_Discussion,the best part about the Cubs winning is the free coffee at dunkin tomorrow,the best part about the Cubs winning is the free coffee at dunkin tomorrow
TXT_00077,Watching When Harry met Sally\u002c how I love that movie!!! A) it\u2019s NYC B) it\u2019s Billy Crystal and Meg Ryan :) what a perfect start to Friday!,Positive,Community_Discussion,Watching When Harry met Sally\u002c how I love that movie!!! A) it\u2019s NYC B) it\u2019s Billy Crystal and Meg Ryan :) what a perfect start to Friday!,"Watching When Harry met Sally, how I love that movie!! A) it's NYC B) it's Billy Crystal and Meg Ryan :) what a perfect start to Friday!"
TXT_00078,@user awww what a great dream!! :) And it will come true SOON!!! Pennies on may 16!! BE THERE!! #618wingman,Positive,Community_Discussion,@user awww what a great dream!! :) And it will come true SOON!!! Pennies on may 16!! BE THERE!! #618wingman,@user aww what a great dream!! :) And it will come true SOON!! Pennies on may 16!! BE THERE!! 618wingman
TXT_00079,bloodymary - hackers nirvana - smell like teen spirit butterfingers - nicotine feeder - 7 days in the sun smashing pumpkins - bullets with..,Neutral,Account_Security,bloodymary - hackers nirvana - smell like teen spirit butterfingers - nicotine feeder - 7 days in the sun smashing pumpkins - bullets with..,bloodymary - hackers nirvana - smell like teen spirit butterfingers - nicotine feeder - 7 days in the sun smashing pumpkins - bullets with..
TXT_00080,"""Kinda, yes! I went to see Equalizer tonite! I like it. It was very interesting modern day John Wayne movie...U may like it. @user",Positive,Feature_Feedback,"""Kinda, yes! I went to see Equalizer tonite! I like it. It was very interesting modern day John Wayne movie...U may like it. @user","""Kinda, yes! I went to see Equalizer tonite! I like it. It was very interesting modern day John Wayne movie..U may like it. @user"
TXT_00081,Win tomorrow and we get another shot at a 3 game set with Harvery deGrom and Thor #WontHappenAgain,Positive,Technical_Issues,Win tomorrow and we get another shot at a 3 game set with Harvery deGrom and Thor #WontHappenAgain,Win tomorrow and we get another shot at a 3 game set with Harvery deGrom and Thor WontHappenAgain
TXT_00082,now watching Denzel Washington talking about his new movie flight it\u2019s comming out Nov 2nd 2012 #LateShow With David Letterman,Neutral,Community_Discussion,now watching Denzel Washington talking about his new movie flight it\u2019s comming out Nov 2nd 2012 #LateShow With David Letterman,now watching Denzel Washington talking about his new movie flight it's comming out Nov 2nd 2012 LateShow With David Letterman
TXT_00083,"@user yup, technology makes it feel like you are all right next door. In which case, come over tonight for some Terra Nova! #Kain""",Positive,Community_Discussion,"@user yup, technology makes it feel like you are all right next door. In which case, come over tonight for some Terra Nova! #Kain""","@user yup, technology makes it feel like you are all right next door. In which case, come over tonight for some Terra Nova! Kain"""
TXT_00084,That Janet Jackson. Sometimes she just gets me. Happy Friday friends!,Positive,Technical_Issues,That Janet Jackson. Sometimes she just gets me. Happy Friday friends!,That Janet Jackson. Sometimes she just gets me. Happy Friday friends!
TXT_00085,You only have three days left\u002c this Sunday is the last day to swim at Fairground pool this season.,Neutral,Community_Discussion,You only have three days left\u002c this Sunday is the last day to swim at Fairground pool this season.,"You only have three days left, this Sunday is the last day to swim at Fairground pool this season."
TXT_00086,In 7th grade I was introduced to the book Twilight and that's the only book that kept me out of my world.,Positive,Community_Discussion,In 7th grade I was introduced to the book Twilight and that's the only book that kept me out of my world.,In 7th grade I was introduced to the book Twilight and that's the only book that kept me out of my world.
TXT_00087,I think I may be the only person around not excited that Beyonce is the half time performer for the Superbowl.,Negative,Community_Discussion,I think I may be the only person around not excited that Beyonce is the half time performer for the Superbowl.,I think I may be the only person around not excited that Beyonce is the half time performer for the Superbowl.
TXT_00088,"""Saudi Arabia announced they did Eid on the wrong day, Friday was incorrect. bare of you's were chatting shit about Saturday ppl. Where u @user",Negative,Community_Discussion,"""Saudi Arabia announced they did Eid on the wrong day, Friday was incorrect. bare of you's were chatting shit about Saturday ppl. Where u @user","""Saudi Arabia announced they did Eid on the wrong day, Friday was incorrect. bare of you's were chatting shit about Saturday ppl. Where u @user"
TXT_00089,Jason Russell's breakdown may is a result of the overdose of the red color. When i look at the KONY signs i start to feel sick @user,Negative,Technical_Issues,Jason Russell's breakdown may is a result of the overdose of the red color. When i look at the KONY signs i start to feel sick @user,Jason Russell's breakdown may is a result of the overdose of the red color. When i look at the KONY signs i start to feel sick @user
TXT_00090,@user @user I just saw your link to the show...it is on Wednesday :-) YAHOO!!! thanks again.,Positive,Community_Discussion,@user @user I just saw your link to the show...it is on Wednesday :-) YAHOO!!! thanks again.,@user @user I just saw your link to the show..it is on Wednesday :-) YAHOO!! thanks again.
TXT_00091,Finally watched PLL Halloween special. Yikes!! I def cannot wait for the season premier Jan 8th!!!,Positive,Community_Discussion,Finally watched PLL Halloween special. Yikes!! I def cannot wait for the season premier Jan 8th!!!,Finally watched PLL Halloween special. Yikes!! I def cannot wait for the season premier Jan 8th!!
TXT_00092,I may have just dropped two letter grades of intelligence after listening to that Kanye West rant...,Negative,Community_Discussion,I may have just dropped two letter grades of intelligence after listening to that Kanye West rant...,I may have just dropped two letter grades of intelligence after listening to that Kanye West rant..
